CpipJ_CPIJ001892	00563 01100
CpipJ_CPIJ001896	04310
CpipJ_CPIJ001898	04146
CpipJ_CPIJ001900	00010 01100 01120
CpipJ_CPIJ001914	03030 03420 03430
CpipJ_CPIJ001916	03013
CpipJ_CPIJ001932	00600 01100
CpipJ_CPIJ001957	00562 01100 04070
CpipJ_CPIJ001976	00072 00280 00650 01100 04146
CpipJ_CPIJ001991	00562 01100 04070
CpipJ_CPIJ001995	03013
CpipJ_CPIJ001998	00561 00564 01100
CpipJ_CPIJ001999	00190 01100
CpipJ_CPIJ002006	04310
CpipJ_CPIJ002014	00910
CpipJ_CPIJ002026	00240 01100
CpipJ_CPIJ002032	00900
CpipJ_CPIJ002033	00900
CpipJ_CPIJ002042	04141
CpipJ_CPIJ002045	03018
CpipJ_CPIJ002049	04142
CpipJ_CPIJ002052	03018
CpipJ_CPIJ002055	04512
CpipJ_CPIJ002056	00230
CpipJ_CPIJ002065	00072 00280 00650 00900 01100
CpipJ_CPIJ002066	00052 00561 00600 00603 04142
CpipJ_CPIJ002067	00190 01100 04145
CpipJ_CPIJ002088	04122
CpipJ_CPIJ002094	04144
CpipJ_CPIJ002095	00790 01100 01120
CpipJ_CPIJ002099	00190 01100
CpipJ_CPIJ002100	04140
CpipJ_CPIJ002102	04120
CpipJ_CPIJ002104	00511
CpipJ_CPIJ002118	00020 00630 01100 01120
CpipJ_CPIJ002146	04710 04711
CpipJ_CPIJ002147	04710 04711
CpipJ_CPIJ002148	00360 00400 01100
CpipJ_CPIJ002165	03022
CpipJ_CPIJ002169	00230 01100
CpipJ_CPIJ002174	04914
CpipJ_CPIJ002176	00564 01100
CpipJ_CPIJ002177	03013
CpipJ_CPIJ002179	03040
CpipJ_CPIJ002183	03010
CpipJ_CPIJ002194	00562 01100 04070
CpipJ_CPIJ002199	04141
CpipJ_CPIJ002256	00270 00330 00410 00480 01100
CpipJ_CPIJ002259	00562 01100 04070
CpipJ_CPIJ002271	00190 01100
CpipJ_CPIJ002278	00270 01100
CpipJ_CPIJ002305	04144
CpipJ_CPIJ002306	04144
CpipJ_CPIJ002315	04141
CpipJ_CPIJ002320	00240 01100
CpipJ_CPIJ002331	03440
CpipJ_CPIJ002336	00604 01100
CpipJ_CPIJ002337	00230 00240 00480 01100
CpipJ_CPIJ002341	04146
CpipJ_CPIJ002342	00062 00071 00280 01100 01120
CpipJ_CPIJ002344	00670 01100
CpipJ_CPIJ002354	00010 00051 00562 01100 01120
CpipJ_CPIJ002377	00860
CpipJ_CPIJ002380	04140
CpipJ_CPIJ002381	03030 03420 03430 03440
CpipJ_CPIJ002383	00230 00670 01100
CpipJ_CPIJ002384	04141
CpipJ_CPIJ002386	00562 01100 04070 04140 04145
CpipJ_CPIJ002389	04120
CpipJ_CPIJ002413	03010
CpipJ_CPIJ002415	04320
CpipJ_CPIJ002428	00190 01100 04142 04145
CpipJ_CPIJ002430	00240 00983 01100
CpipJ_CPIJ002431	00190 01100
CpipJ_CPIJ002451	03040
CpipJ_CPIJ002453	03010
CpipJ_CPIJ002457	00230 00240 01100 03020
CpipJ_CPIJ002458	04320
CpipJ_CPIJ002459	04320
CpipJ_CPIJ002460	00020 00620 00630 01100 01120
CpipJ_CPIJ002498	00062 01100 04142
CpipJ_CPIJ002514	00020 00620 01100
CpipJ_CPIJ002523	00270 00330 00410 00480 01100
CpipJ_CPIJ002539	04013
CpipJ_CPIJ002544	03022
CpipJ_CPIJ002554	03022
CpipJ_CPIJ002555	03030
CpipJ_CPIJ002563	04310 04350
CpipJ_CPIJ002564	04144
CpipJ_CPIJ002582	00230 01100
CpipJ_CPIJ002590	04144
CpipJ_CPIJ002599	00860 01100
CpipJ_CPIJ002610	00600 01100
CpipJ_CPIJ002630	03013
CpipJ_CPIJ002636	04310 04340 04914
CpipJ_CPIJ002639	03022
CpipJ_CPIJ002649	00190 01100
CpipJ_CPIJ002650	00510 01100
CpipJ_CPIJ002660	00480 00980 00982
CpipJ_CPIJ002661	00480 00980 00982
CpipJ_CPIJ002685	04146
CpipJ_CPIJ002689	04120
CpipJ_CPIJ002691	03040
CpipJ_CPIJ002702	00230 00250 01100
CpipJ_CPIJ002708	03013
CpipJ_CPIJ002714	00970
CpipJ_CPIJ002728	03040
CpipJ_CPIJ002737	04142
CpipJ_CPIJ002761	03013
CpipJ_CPIJ002767	03410
CpipJ_CPIJ002772	04142
CpipJ_CPIJ002784	03013
CpipJ_CPIJ002788	00563
CpipJ_CPIJ002807	03040
CpipJ_CPIJ002812	04144
CpipJ_CPIJ002819	04745
CpipJ_CPIJ002834	04141
CpipJ_CPIJ002835	00250 00260 01100 01120 04146
CpipJ_CPIJ002838	03013
CpipJ_CPIJ002840	04120
CpipJ_CPIJ002841	00330 00480 01100
CpipJ_CPIJ002848	00561 00564 01100
CpipJ_CPIJ002859	00020 01100 01120
CpipJ_CPIJ002864	00380 01100
CpipJ_CPIJ002874	00230 01100
CpipJ_CPIJ002885	03040
CpipJ_CPIJ002893	03450
CpipJ_CPIJ002894	00510 01100
CpipJ_CPIJ002897	04140
CpipJ_CPIJ002898	04140 04150
CpipJ_CPIJ002907	03050
CpipJ_CPIJ002918	03013
CpipJ_CPIJ002926	04144
CpipJ_CPIJ002930	00230 00240 01100 03020
CpipJ_CPIJ002931	04120
CpipJ_CPIJ002949	03013 03040
CpipJ_CPIJ002959	00100
CpipJ_CPIJ002966	03060 04141 04145
CpipJ_CPIJ002992	00040 00053 00500 00520 01100
CpipJ_CPIJ003008	04144
CpipJ_CPIJ003013	03010
CpipJ_CPIJ003014	03013
CpipJ_CPIJ003056	01100
CpipJ_CPIJ003064	04150 04350
CpipJ_CPIJ003088	04130
CpipJ_CPIJ003090	04120 04141 04310 04350 04710
CpipJ_CPIJ003099	03010
CpipJ_CPIJ003105	03013
CpipJ_CPIJ003116	00512 01100
CpipJ_CPIJ003123	00230 00240 01100 03020
CpipJ_CPIJ003124	00510 01100 04141
CpipJ_CPIJ003139	00190 01100
CpipJ_CPIJ003140	00900 01100
CpipJ_CPIJ003148	00260 00270 00450 00910 01100
CpipJ_CPIJ003154	00230
CpipJ_CPIJ003155	03018
CpipJ_CPIJ003160	03040
CpipJ_CPIJ003165	03050
CpipJ_CPIJ003170	00520 01100
CpipJ_CPIJ003172	00052 00520 01100
CpipJ_CPIJ003174	04120
CpipJ_CPIJ003185	00430 00450 00460 00480 00590 01100
CpipJ_CPIJ003186	00430 00450 00460 00480 00590 01100
CpipJ_CPIJ003204	04141
CpipJ_CPIJ003243	04340
CpipJ_CPIJ003260	04145
CpipJ_CPIJ003263	04145
CpipJ_CPIJ003269	04320
CpipJ_CPIJ003273	04141
CpipJ_CPIJ003274	00190 01100 04142 04145
CpipJ_CPIJ003276	00240 00983 01100
CpipJ_CPIJ003277	03040
CpipJ_CPIJ003278	03013
CpipJ_CPIJ003279	00380 00970
CpipJ_CPIJ003287	00260 01100
CpipJ_CPIJ003289	04310
CpipJ_CPIJ003290	04120 04141
CpipJ_CPIJ003293	03018
CpipJ_CPIJ003296	03013 04141
CpipJ_CPIJ003304	00020 00480 01100 01120 04146
CpipJ_CPIJ003305	00760 01100
CpipJ_CPIJ003323	04130
CpipJ_CPIJ003334	03050
CpipJ_CPIJ003336	00052 00511 00531 00600 00604 01100 04142
CpipJ_CPIJ003338	00052 00511 00531 00600 00604 01100 04142
CpipJ_CPIJ003351	03050
CpipJ_CPIJ003364	03040
CpipJ_CPIJ003365	00562 01100 04070
CpipJ_CPIJ003380	04630
CpipJ_CPIJ003391	00040 00051 00052 00561 00620 01100
CpipJ_CPIJ003406	00230 00240 01100
CpipJ_CPIJ003418	00190 01100 04145
CpipJ_CPIJ003425	04120
CpipJ_CPIJ003432	00010 00040 00053 00071 00280 00310 00330 00340 00380 00410 00561 00620 00640 00903 01100 01120
CpipJ_CPIJ003439	03040
CpipJ_CPIJ003442	00511
CpipJ_CPIJ003456	00230 00232 01100 01120
CpipJ_CPIJ003494	00061 01100
CpipJ_CPIJ003495	00061 01100
CpipJ_CPIJ003503	04340 04711
CpipJ_CPIJ003504	03013
CpipJ_CPIJ003512	00510 01100 04141
CpipJ_CPIJ003516	04144 04630
CpipJ_CPIJ003519	00230 00240
CpipJ_CPIJ003520	03040
CpipJ_CPIJ003522	00730 04122
CpipJ_CPIJ003532	04310 04350
CpipJ_CPIJ003544	00562 00564 01100 04070
CpipJ_CPIJ003550	03060 04141
CpipJ_CPIJ003555	03013 03040
CpipJ_CPIJ003571	04141
CpipJ_CPIJ003586	03050
CpipJ_CPIJ003591	03420
CpipJ_CPIJ003593	03420
CpipJ_CPIJ003594	03013
CpipJ_CPIJ003606	00510
CpipJ_CPIJ003608	00564
CpipJ_CPIJ003635	04145
CpipJ_CPIJ003639	04120
CpipJ_CPIJ003655	00920 01100 01120
CpipJ_CPIJ003658	03022
CpipJ_CPIJ003661	00510 01100 04141
CpipJ_CPIJ003676	03013 03040
CpipJ_CPIJ003679	03440
CpipJ_CPIJ003682	04150
CpipJ_CPIJ003684	04080
CpipJ_CPIJ003697	04144
CpipJ_CPIJ003711	04141
CpipJ_CPIJ003720	00563 01100
CpipJ_CPIJ003725	00230 00250 01100
CpipJ_CPIJ003744	00250 00330 00910 01100 01120
CpipJ_CPIJ003749	01100
CpipJ_CPIJ003753	00670 00970
CpipJ_CPIJ003754	04144
CpipJ_CPIJ003755	03013
CpipJ_CPIJ003756	00020 00190 01100
CpipJ_CPIJ003761	04310
CpipJ_CPIJ003762	00130 01100
CpipJ_CPIJ003774	00130 00270 00350 00360 00400 01100
CpipJ_CPIJ003789	03022
CpipJ_CPIJ003797	03010
CpipJ_CPIJ003807	00230 01100 01120
CpipJ_CPIJ003808	04080 04144
CpipJ_CPIJ003819	04144
CpipJ_CPIJ003821	04141
CpipJ_CPIJ003836	04145 04512
CpipJ_CPIJ003840	00240 00410 00770 00983 01100
CpipJ_CPIJ003841	00280 01100
CpipJ_CPIJ003857	00860
CpipJ_CPIJ003870	00071 00592 01040 01100 04146
CpipJ_CPIJ003877	00190 01100
CpipJ_CPIJ003883	00510 01100
CpipJ_CPIJ003884	00510 01100
CpipJ_CPIJ003889	03040
CpipJ_CPIJ003890	03010
CpipJ_CPIJ003896	03018
CpipJ_CPIJ003906	04340
CpipJ_CPIJ003920	04144
CpipJ_CPIJ003929	00510 01100
CpipJ_CPIJ003931	03013
CpipJ_CPIJ003936	03013
CpipJ_CPIJ003943	03010
CpipJ_CPIJ003980	04120 04914
CpipJ_CPIJ003987	03050
CpipJ_CPIJ003989	04512
CpipJ_CPIJ003997	03013
CpipJ_CPIJ004000	03410
CpipJ_CPIJ004003	00740 01120
CpipJ_CPIJ004005	03013 03040
CpipJ_CPIJ004012	03018
CpipJ_CPIJ004014	00510 01100
CpipJ_CPIJ004018	00970
CpipJ_CPIJ004023	00190 01100
CpipJ_CPIJ004049	00020 00310 01100 01120
CpipJ_CPIJ004061	04144 04350
CpipJ_CPIJ004063	04146
CpipJ_CPIJ004070	00860
CpipJ_CPIJ004073	03010
CpipJ_CPIJ004077	00900 01100
CpipJ_CPIJ004082	04144
CpipJ_CPIJ004098	04144
CpipJ_CPIJ004115	03440 03450
CpipJ_CPIJ004138	00561 00564 01100
CpipJ_CPIJ004171	04120 04144
CpipJ_CPIJ004172	00970
CpipJ_CPIJ004176	00563 01100
CpipJ_CPIJ004183	04330
CpipJ_CPIJ004184	03420
CpipJ_CPIJ004186	04120 04141
CpipJ_CPIJ004201	00900 01100 04146
CpipJ_CPIJ004202	00510 01100
CpipJ_CPIJ004203	03050
CpipJ_CPIJ004213	00563 01100
CpipJ_CPIJ004219	00190 01100
CpipJ_CPIJ004236	03022
CpipJ_CPIJ004242	03022 03420
CpipJ_CPIJ004250	00785 01100
CpipJ_CPIJ004258	00030 01100 01120
CpipJ_CPIJ004272	04120
CpipJ_CPIJ004308	00061 01100
CpipJ_CPIJ004313	03420
CpipJ_CPIJ004318	00532 00534 01100
CpipJ_CPIJ004347	04140
CpipJ_CPIJ004365	00230 00232 00983 01100 01120 04146
CpipJ_CPIJ004370	01100 04146
CpipJ_CPIJ004390	00010 00020 00290 00620 00650 01100 01120
CpipJ_CPIJ004401	00330 01100
CpipJ_CPIJ004417	00130 00350 00360 01100
CpipJ_CPIJ004435	03013
CpipJ_CPIJ004441	04122
CpipJ_CPIJ004454	03018
CpipJ_CPIJ004455	00920 01120
CpipJ_CPIJ004482	03010
CpipJ_CPIJ004499	04013 04320
CpipJ_CPIJ004500	03040
CpipJ_CPIJ004519	04120
CpipJ_CPIJ004522	03050
CpipJ_CPIJ004526	04350
CpipJ_CPIJ004528	00030 00230 01100 01120
CpipJ_CPIJ004529	04120
CpipJ_CPIJ004532	03010
CpipJ_CPIJ004537	03440 03450
CpipJ_CPIJ004538	03040
CpipJ_CPIJ004559	04141
CpipJ_CPIJ004561	03040
CpipJ_CPIJ004564	00520
CpipJ_CPIJ004571	00230 00240 01100
CpipJ_CPIJ004576	04130
CpipJ_CPIJ004577	03010
CpipJ_CPIJ004613	03013
CpipJ_CPIJ004649	03018
CpipJ_CPIJ004652	04142
CpipJ_CPIJ004653	04144 04745
CpipJ_CPIJ004656	04144 04745
CpipJ_CPIJ004660	04080
CpipJ_CPIJ004664	00051
CpipJ_CPIJ004683	04512
CpipJ_CPIJ004690	04330
CpipJ_CPIJ004710	00630 00670 01100
CpipJ_CPIJ004719	04146
CpipJ_CPIJ004739	00230 04914
CpipJ_CPIJ004776	00500
CpipJ_CPIJ004780	00600 01100
CpipJ_CPIJ004787	04150
CpipJ_CPIJ004794	00190 01100 04142 04145
CpipJ_CPIJ004803	00260 00561 00630 01100 01120
CpipJ_CPIJ004806	04340 04350
CpipJ_CPIJ004810	00190 01100
CpipJ_CPIJ004814	03050
CpipJ_CPIJ004815	00230 01100
CpipJ_CPIJ004816	00230 01100
CpipJ_CPIJ004823	00190 01100
CpipJ_CPIJ004829	00190 01100
CpipJ_CPIJ004833	04144 04310 04350
CpipJ_CPIJ004838	03050
CpipJ_CPIJ004841	03013 03040
CpipJ_CPIJ004847	01100 04146
CpipJ_CPIJ004849	03013
CpipJ_CPIJ004855	03420
CpipJ_CPIJ004861	03030
CpipJ_CPIJ004863	00240 01100
CpipJ_CPIJ004871	00230 00240 01100 03020
CpipJ_CPIJ004883	00250 00330 01100
CpipJ_CPIJ004884	04142
CpipJ_CPIJ004888	03010
CpipJ_CPIJ004899	03013
CpipJ_CPIJ004910	04310
CpipJ_CPIJ004915	04120
CpipJ_CPIJ004934	03040
CpipJ_CPIJ004935	03010
CpipJ_CPIJ004938	00531 01100 04142
CpipJ_CPIJ004967	00240 01100
CpipJ_CPIJ005007	04120 04144 04350
CpipJ_CPIJ005009	03030
CpipJ_CPIJ005015	03013
CpipJ_CPIJ005032	04141
CpipJ_CPIJ005033	03013
CpipJ_CPIJ005038	00310
CpipJ_CPIJ005061	00500 01100
CpipJ_CPIJ005064	00500 01100
CpipJ_CPIJ005082	00330 01100
CpipJ_CPIJ005083	03040
CpipJ_CPIJ005086	00500
CpipJ_CPIJ005135	04146
CpipJ_CPIJ005136	03050
CpipJ_CPIJ005137	03060 04141 04145
CpipJ_CPIJ005143	00563 01100
CpipJ_CPIJ005149	03013 04120
CpipJ_CPIJ005158	04130
CpipJ_CPIJ005159	00520
CpipJ_CPIJ005161	03450
CpipJ_CPIJ005168	00510 01100 04141
CpipJ_CPIJ005195	04146
CpipJ_CPIJ005206	00230 00240 01100 03020
CpipJ_CPIJ005219	04141
CpipJ_CPIJ005222	00250 00260 01100
CpipJ_CPIJ005226	04914
CpipJ_CPIJ005228	03018
CpipJ_CPIJ005255	04141
CpipJ_CPIJ005256	03022 03420
CpipJ_CPIJ005275	04320
CpipJ_CPIJ005288	03018 03040
CpipJ_CPIJ005294	04512
CpipJ_CPIJ005299	03013
CpipJ_CPIJ005303	04013 04150 04320 04350 04650 04914
CpipJ_CPIJ005304	00230 00240 01100 03020
CpipJ_CPIJ005329	04146
CpipJ_CPIJ005333	04141
CpipJ_CPIJ005334	04310 04650
CpipJ_CPIJ005343	00511 00600 01100 04142
CpipJ_CPIJ005347	03050
CpipJ_CPIJ005352	03018
CpipJ_CPIJ005362	03013
CpipJ_CPIJ005369	00970
CpipJ_CPIJ005417	04512
CpipJ_CPIJ005421	03060
CpipJ_CPIJ005435	00071 04146
CpipJ_CPIJ005437	03013
CpipJ_CPIJ005468	00230 00240
CpipJ_CPIJ005472	00564
CpipJ_CPIJ005490	04141
CpipJ_CPIJ005504	03010
CpipJ_CPIJ005508	04141
CpipJ_CPIJ005511	03018
CpipJ_CPIJ005524	00061 00620 00640 01100
CpipJ_CPIJ005525	03013
CpipJ_CPIJ005539	00600 01100
CpipJ_CPIJ005540	04310 04330 04350 04630
CpipJ_CPIJ005541	00600 01100
CpipJ_CPIJ005543	00562 04070 04150 04630 04650 04914
CpipJ_CPIJ005545	03040
CpipJ_CPIJ005550	04144
CpipJ_CPIJ005552	00240
CpipJ_CPIJ005573	00240 00410 00770 00983 01100
CpipJ_CPIJ005574	04080
CpipJ_CPIJ005584	01040
CpipJ_CPIJ005586	03018
CpipJ_CPIJ005588	03040
CpipJ_CPIJ005592	03018
CpipJ_CPIJ005593	04013 04320 04630 04650
CpipJ_CPIJ005595	00061 01100
CpipJ_CPIJ005597	00010 01100 01120
CpipJ_CPIJ005600	00603 04142
CpipJ_CPIJ005611	00510 01100 04141
CpipJ_CPIJ005612	00071
CpipJ_CPIJ005613	03010
CpipJ_CPIJ005616	00240 01100
CpipJ_CPIJ005639	04141
CpipJ_CPIJ005652	03010
CpipJ_CPIJ005672	03022
CpipJ_CPIJ005681	00010 00030 00052 00230 00500 00520 01100 01120
CpipJ_CPIJ005682	04141
CpipJ_CPIJ005691	00260
CpipJ_CPIJ005695	00512 01100
CpipJ_CPIJ005697	00512 01100
CpipJ_CPIJ005701	04070 04310 04650 04745
CpipJ_CPIJ005707	00260 01100 01120
CpipJ_CPIJ005720	00230 01100
CpipJ_CPIJ005730	04141
CpipJ_CPIJ005741	04745
CpipJ_CPIJ005745	00564
CpipJ_CPIJ005750	04142
CpipJ_CPIJ005767	00860 01100
CpipJ_CPIJ005774	00190 01100 04142 04145
CpipJ_CPIJ005779	00020 00640 01100 01120
CpipJ_CPIJ005780	03040
CpipJ_CPIJ005783	03060
CpipJ_CPIJ005785	04145 04745
CpipJ_CPIJ005789	00561 01100
CpipJ_CPIJ005792	03013
CpipJ_CPIJ005815	00534
CpipJ_CPIJ005818	03040
CpipJ_CPIJ005831	03013
CpipJ_CPIJ005837	04310 04340
CpipJ_CPIJ005838	04310 04340
CpipJ_CPIJ005839	04310 04340
CpipJ_CPIJ005840	04745
CpipJ_CPIJ005859	00230 00240 01100 03020
CpipJ_CPIJ005876	00310
CpipJ_CPIJ005878	03010
CpipJ_CPIJ005884	04141
CpipJ_CPIJ005885	03040
CpipJ_CPIJ005886	00230 00240 03018
CpipJ_CPIJ005887	04145
CpipJ_CPIJ005914	00561 00830 01100
CpipJ_CPIJ005915	00970
CpipJ_CPIJ005916	00970
CpipJ_CPIJ005931	04330
CpipJ_CPIJ005933	03013
CpipJ_CPIJ005939	00910
CpipJ_CPIJ005945	00563 01100
CpipJ_CPIJ005948	03013
CpipJ_CPIJ005981	03018
CpipJ_CPIJ005992	00230 00240 00480 01100
CpipJ_CPIJ006003	00860 01100
CpipJ_CPIJ006030	00190 01100
CpipJ_CPIJ006031	00785 01100
CpipJ_CPIJ006034	00564
CpipJ_CPIJ006035	03040
CpipJ_CPIJ006042	04650
CpipJ_CPIJ006048	00480 00590
CpipJ_CPIJ006054	04013 04320 04650 04914
CpipJ_CPIJ006067	00190 01100
CpipJ_CPIJ006068	00040 00052 00500 00520 01100
CpipJ_CPIJ006069	00230 00450 00920 01100 01120
CpipJ_CPIJ006096	04130
CpipJ_CPIJ006101	03010
CpipJ_CPIJ006114	04310 04340 04711
CpipJ_CPIJ006141	00770 01100
CpipJ_CPIJ006146	03040
